# M_red = 0.333
# r   H0R/R  dR/R  d2R/R tot.
2.785678e+01   -2.690943e-03 1.545895e-04   1.116605e-03 1.765153e-03   -1.687912e-03 4.792416e-05 -3.262250e-03 1.871818e-03
1.849324e+01   -8.847827e-04 3.148530e-03   -2.238909e-04 3.484136e-03   -6.202185e-04 7.878085e-04 -1.728892e-03 5.844857e-03
1.910497e+01   -8.827302e-05 6.256760e-04   -6.961379e-04 3.389499e-03   -3.411400e-04 1.350661e-03 -1.125551e-03 2.664514e-03
1.974842e+01   -1.187595e-03 5.444510e-04   -1.172331e-03 3.090863e-03   -3.008816e-04 1.902465e-03 -2.660807e-03 6.439465e-04
2.042058e+01   2.323699e-04 2.187887e-04   -1.281102e-03 2.511623e-03   -1.130058e-04 1.758529e-03 -1.161738e-03 5.343057e-04
2.111871e+01   1.721858e-03 1.760660e-04   -1.302975e-03 1.915095e-03   1.519126e-04 1.486288e-03 5.707954e-04 2.527411e-04
2.184033e+01   2.815436e-03 7.615748e-05   -1.446318e-03 1.139614e-03   5.143699e-04 9.237258e-04 1.883487e-03 1.397304e-04
2.258318e+01   6.349624e-04 3.990393e-04   -1.347430e-03 6.821342e-04   4.593044e-04 7.121727e-04 -2.531628e-04 3.690008e-04
2.334524e+01   1.024297e-03 5.516211e-05   -1.234643e-03 5.271125e-04   4.329725e-04 9.671843e-04 2.226259e-04 3.849096e-04
2.412468e+01   5.354109e-05 1.641594e-03   -9.060960e-04 3.104632e-04   7.637748e-05 6.562398e-04 -7.761774e-04 1.295817e-03
2.491987e+01   -3.142867e-04 6.707550e-04   -7.081109e-05 1.133603e-04   -6.451841e-04 2.648432e-04 -1.030282e-03 2.925515e-04
2.572936e+01   2.375587e-04 1.380890e-05   5.714931e-04 6.635709e-04   -1.077657e-03 2.627723e-05 -2.686056e-04 6.760392e-04
2.655184e+01   8.851374e-04 2.225475e-03   9.319138e-04 1.435319e-03   -1.058834e-03 5.387769e-05 7.582169e-04 3.606917e-03
2.738613e+01   -3.137083e-04 2.775767e-03   9.855140e-04 1.800719e-03   -1.066942e-03 8.806955e-06 -3.951365e-04 4.567679e-03
2.823119e+01   -1.328465e-03 2.694165e-03   8.948760e-04 2.190329e-03   -1.273680e-03 9.632008e-05 -1.707269e-03 4.788174e-03
1.969772e+01   1.144932e-03 8.105994e-04   -7.238911e-04 3.158199e-03   -1.069295e-04 1.702836e-03 3.141111e-04 2.265962e-03
2.032240e+01   -5.288848e-04 1.165498e-03   -1.114416e-03 2.843439e-03   -1.572021e-04 1.895758e-03 -1.800503e-03 2.113178e-03
2.097618e+01   -2.686382e-03 1.218901e-03   -1.472548e-03 2.226481e-03   -2.347864e-04 1.692635e-03 -4.393716e-03 1.752746e-03
2.165641e+01   -1.361715e-03 1.831935e-03   -1.504815e-03 1.704900e-03   -1.004054e-04 1.484447e-03 -2.966935e-03 2.052388e-03
2.236068e+01   6.171173e-04 4.794852e-04   -1.624386e-03 1.060938e-03   3.411517e-04 1.185746e-03 -6.661173e-04 6.042929e-04
2.308679e+01   1.122757e-05 3.316870e-04   -1.632183e-03 5.676861e-04   5.518322e-04 8.478810e-04 -1.069123e-03 6.118819e-04
2.383275e+01   3.475859e-05 4.625444e-04   -1.436667e-03 3.666085e-04   5.745531e-04 7.698680e-04 -8.273554e-04 5.928496e-05
2.459675e+01   7.743252e-04 1.211854e-03   -9.936747e-04 8.862965e-05   3.240567e-04 5.653961e-04 1.047072e-04 7.350872e-04
2.537716e+01   2.585681e-04 7.243869e-04   -5.069879e-04 4.184512e-04   -2.171045e-04 1.904919e-04 -4.655243e-04 1.154438e-04
2.617250e+01   -7.568963e-05 2.273693e-03   -1.017594e-04 8.688034e-04   -4.975085e-04 2.340021e-04 -6.749576e-04 3.376498e-03
2.698148e+01   2.678171e-03 2.164788e-03   1.186223e-04 1.343153e-03   -2.194691e-04 2.020826e-05 2.577324e-03 3.528148e-03
2.780288e+01   1.724836e-03 3.102969e-03   4.175037e-04 1.770767e-03   -3.094437e-04 3.175570e-05 1.832896e-03 4.841981e-03
2.863564e+01   1.309019e-03 2.655475e-03   4.657523e-04 2.093536e-03   -4.291703e-04 1.589125e-04 1.345601e-03 4.590099e-03
2.092845e+01   -9.955534e-04 1.177660e-03   -1.229302e-03 2.416946e-03   -1.875666e-04 1.828558e-03 -2.412422e-03 1.766048e-03
2.156386e+01   -1.495104e-03 4.072825e-04   -1.578595e-03 1.871674e-03   -1.498029e-04 1.762347e-03 -3.223502e-03 5.166093e-04
2.222611e+01   -7.975555e-04 1.037158e-03   -1.656602e-03 1.337913e-03   6.204172e-05 1.593590e-03 -2.392116e-03 7.814809e-04
2.291288e+01   1.800074e-03 6.142667e-05   -1.717743e-03 9.497660e-04   4.929139e-04 1.323732e-03 5.752445e-04 3.125390e-04
2.362202e+01   3.112214e-03 6.814454e-04   -1.623801e-03 6.232490e-04   7.192719e-04 9.793001e-04 2.207685e-03 3.253943e-04
2.435159e+01   1.388296e-03 3.881648e-04   -1.482433e-03 2.530179e-04   6.485294e-04 8.395903e-04 5.543922e-04 9.747373e-04
2.509980e+01   1.368251e-03 2.259339e-03   -1.164191e-03 4.815614e-04   4.473624e-04 6.037939e-04 6.514223e-04 3.344694e-03
2.586503e+01   6.118057e-04 1.122766e-03   -8.126983e-04 9.370539e-04   4.776885e-05 1.607021e-04 -1.531237e-04 2.220522e-03
2.664583e+01   5.327155e-04 3.160927e-03   -3.752411e-04 1.195046e-03   -2.106918e-04 2.513607e-04 -5.321736e-05 4.607333e-03
2.744085e+01   3.376004e-03 1.532419e-03   -2.756201e-04 1.326186e-03   7.731815e-05 8.746953e-05 3.177702e-03 2.946075e-03
2.824889e+01   2.797203e-03 1.488411e-03   -1.268523e-04 1.634568e-03   9.074951e-05 8.921070e-05 2.761100e-03 3.033769e-03
2.906888e+01   2.016532e-03 1.380626e-03   -4.010100e-05 1.801794e-03   7.670537e-05 2.110219e-04 2.053136e-03 2.971398e-03
2.218107e+01   -2.591100e-03 3.416882e-04   -1.722449e-03 1.675796e-03   -1.636637e-04 1.867651e-03 -4.477213e-03 1.498336e-04
2.282542e+01   -1.245582e-03 9.002095e-04   -1.917384e-03 1.301357e-03   1.085884e-04 1.732891e-03 -3.054378e-03 4.686754e-04
2.349468e+01   -3.652219e-04 7.491082e-04   -2.001045e-03 1.064578e-03   2.613163e-04 1.373077e-03 -2.104950e-03 4.406092e-04
2.418677e+01   3.384156e-04 3.493800e-04   -1.867823e-03 5.284386e-04   4.234993e-04 9.342498e-04 -1.105908e-03 5.643124e-05
2.489980e+01   1.036587e-04 8.414611e-04   -1.623594e-03 1.394917e-04   3.761583e-04 6.741139e-04 -1.143777e-03 1.655067e-03
2.563201e+01   3.674051e-04 1.565932e-03   -1.441724e-03 1.164086e-03   2.013384e-04 1.155058e-04 -8.729802e-04 2.845523e-03
2.638181e+01   1.899664e-04 2.433637e-04   -1.042070e-03 1.539113e-03   -1.243098e-04 1.464624e-04 -9.764139e-04 1.636015e-03
2.714774e+01   2.980627e-04 1.202023e-03   -6.712126e-04 1.575172e-03   -2.804820e-04 3.717845e-06 -6.536319e-04 2.773478e-03
2.792848e+01   1.049056e-03 1.573843e-03   -6.486486e-04 1.347431e-03   -1.878907e-04 1.953025e-05 2.125164e-04 2.940804e-03
2.872281e+01   1.845923e-03 2.956853e-05   -6.130552e-04 1.229943e-03   -1.058348e-04 2.492449e-04 1.127033e-03 9.511295e-04
2.952965e+01   2.216722e-03 7.004576e-04   -5.504570e-04 1.074819e-03   -1.290657e-04 4.435753e-04 1.537200e-03 6.921375e-05
2.345208e+01   -2.761100e-03 1.887081e-04   -2.303425e-03 1.025617e-03   1.829256e-04 1.558414e-03 -4.881599e-03 3.440892e-04
2.410394e+01   -1.970968e-03 6.431964e-04   -2.188395e-03 6.947611e-04   6.678054e-05 1.124185e-03 -4.092582e-03 2.137723e-04
2.477902e+01   -1.002808e-03 1.784260e-04   -1.834300e-03 5.859819e-05   1.332430e-04 5.832433e-04 -2.703865e-03 3.462191e-04
2.547548e+01   -3.454227e-04 6.773534e-04   -1.530740e-03 7.795191e-04   8.837986e-05 1.247315e-05 -1.787782e-03 1.146388e-04
2.619160e+01   4.856179e-04 3.088738e-04   -1.449490e-03 1.563249e-03   -1.139714e-04 4.015663e-04 -1.077843e-03 1.470556e-03
2.692582e+01   -6.675093e-04 9.099678e-04   -1.019788e-03 1.778429e-03   -5.491958e-04 3.903531e-04 -2.236493e-03 2.298044e-03
2.767671e+01   -8.167256e-04 1.219896e-03   -8.004353e-04 1.711539e-03   -5.928973e-04 2.124164e-04 -2.210058e-03 2.719019e-03
2.844293e+01   -1.088672e-03 7.468550e-04   -7.738520e-04 1.134246e-03   -5.315988e-04 1.475226e-04 -2.394122e-03 1.733578e-03
2.922328e+01   -4.674163e-04 3.734049e-04   -7.756537e-04 7.423996e-04   -5.943668e-04 3.879164e-04 -1.837437e-03 1.892176e-05
3.001666e+01   -4.020996e-04 1.241779e-03   -8.145242e-04 5.140816e-04   -6.404474e-04 5.924103e-04 -1.857071e-03 1.320108e-03
2.473863e+01   -3.194401e-03 1.416562e-03   -1.910271e-03 1.374611e-04   -2.751992e-04 5.787550e-04 -5.379870e-03 9.752677e-04
2.539685e+01   -3.244713e-03 2.330644e-04   -1.680449e-03 5.620758e-04   -3.175098e-04 7.869470e-05 -5.242671e-03 4.077061e-04
2.607681e+01   -1.819057e-03 1.740985e-03   -1.502497e-03 1.342026e-03   -1.978613e-04 5.208127e-04 -3.519415e-03 9.197724e-04
2.677686e+01   1.015448e-04 5.870654e-04   -1.309231e-03 1.675737e-03   -2.643670e-04 5.534098e-04 -1.472053e-03 1.709393e-03
2.749545e+01   -1.299729e-03 1.192206e-03   -9.759625e-04 1.568802e-03   -6.558545e-04 4.525506e-04 -2.931546e-03 2.308457e-03
2.823119e+01   -1.170919e-03 1.895768e-03   -7.587225e-04 1.272788e-03   -7.794760e-04 2.057799e-04 -2.709117e-03 2.962776e-03
2.898275e+01   -5.121229e-04 1.372444e-03   -7.862435e-04 6.331168e-04   -7.016935e-04 1.650077e-04 -2.000060e-03 1.840553e-03
2.974895e+01   -1.177028e-03 2.462449e-04   -9.390068e-04 1.849681e-04   -7.467551e-04 3.049761e-04 -2.862790e-03 3.662529e-04
3.052868e+01   -1.143446e-03 9.837170e-04   -1.143252e-03 9.849126e-05   -7.211444e-04 4.367680e-04 -3.007843e-03 1.321994e-03
2.603843e+01   -1.399516e-03 4.004522e-04   -1.468073e-03 1.318807e-03   -3.957627e-04 4.717697e-04 -3.263352e-03 4.465850e-04
2.670206e+01   -1.240829e-03 4.998369e-04   -1.276745e-03 1.878970e-03   -3.791086e-04 9.291790e-04 -2.896683e-03 4.499542e-04
2.738613e+01   -4.490425e-04 1.894907e-04   -1.117018e-03 2.001715e-03   -3.798472e-04 1.013895e-03 -1.945908e-03 1.177311e-03
2.808914e+01   -1.182030e-04 6.587971e-04   -8.690323e-04 1.582941e-03   -5.127279e-04 9.116876e-04 -1.499963e-03 1.245573e-05
2.880972e+01   -1.945916e-03 4.770257e-05   -7.443158e-04 8.188451e-04   -7.490562e-04 5.065192e-04 -3.439288e-03 3.600285e-04
2.954657e+01   -1.736790e-03 6.494841e-04   -6.976000e-04 1.271950e-04   -8.090331e-04 3.623807e-04 -3.243423e-03 8.846699e-04
3.029851e+01   -1.411026e-03 2.400318e-04   -8.914281e-04 4.220317e-04   -7.301153e-04 1.005318e-04 -3.032569e-03 7.625953e-04
3.106445e+01   -8.698614e-04 9.662023e-04   -1.083253e-03 4.635682e-04   -6.328724e-04 1.036591e-04 -2.585987e-03 3.989750e-04
2.734959e+01   -1.391442e-03 2.508489e-04   -9.920969e-04 2.379015e-03   -5.379585e-04 1.369605e-03 -2.921497e-03 1.260259e-03
2.801785e+01   -7.874753e-04 7.141344e-04   -7.853182e-04 2.106878e-03   -4.325443e-04 1.404400e-03 -2.005338e-03 1.416612e-03
2.870540e+01   7.868598e-04 8.115393e-06   -5.358966e-04 1.472739e-03   -4.114792e-04 1.181409e-03 -1.605161e-04 2.994450e-04
2.941088e+01   -2.150868e-03 5.127330e-05   -4.337879e-04 5.549671e-04   -8.543207e-04 8.311640e-04 -3.438976e-03 3.274701e-04
3.013304e+01   -3.114751e-03 1.275374e-03   -5.436107e-04 2.344555e-04   -1.026347e-03 5.548086e-04 -4.684709e-03 2.064638e-03
3.087070e+01   -1.085660e-03 1.604227e-03   -8.521889e-04 8.017993e-04   -7.473821e-04 2.306735e-04 -2.685231e-03 2.636700e-03
3.162278e+01   3.049859e-04 1.813532e-03   -1.115098e-03 1.003396e-03   -5.035265e-04 1.177083e-04 -1.313639e-03 2.934636e-03
2.867054e+01   8.384588e-04 2.897030e-04   -4.365572e-04 1.745084e-03   -2.045647e-04 1.520356e-03 1.973369e-04 5.144309e-04
2.934280e+01   2.422584e-03 1.610259e-03   -1.663908e-04 1.018197e-03   -1.815389e-04 1.389393e-03 2.074655e-03 1.981455e-03
3.003331e+01   8.819243e-06 2.172845e-03   -2.309775e-05 2.490138e-04   -6.843001e-04 1.161857e-03 -6.985786e-04 3.085687e-03
3.074085e+01   -1.823911e-03 1.325794e-03   -2.109140e-04 7.252191e-04   -1.049107e-03 6.061678e-04 -3.083932e-03 2.657180e-03
3.146427e+01   -1.394071e-03 1.526660e-03   -5.928300e-04 1.392897e-03   -8.715476e-04 2.594978e-04 -2.858449e-03 3.179055e-03
3.220248e+01   8.032076e-04 1.710987e-03   -7.120908e-04 1.587769e-03   -8.081456e-04 1.204153e-04 -7.170288e-04 3.419171e-03
3.000000e+01   5.037156e-03 2.191198e-03   -2.133315e-05 3.818662e-04   -5.325960e-05 1.277828e-03 4.962563e-03 3.087159e-03
3.067572e+01   2.055921e-03 1.495600e-03   8.936781e-05 6.816940e-05   -5.344876e-04 1.031341e-03 1.610801e-03 2.595111e-03
3.136877e+01   6.150410e-04 8.798250e-04   4.414848e-05 1.055345e-03   -8.798468e-04 4.955083e-04 -2.206573e-04 2.430679e-03
3.207803e+01   5.088265e-04 1.981867e-03   -1.981755e-06 1.696009e-03   -8.862366e-04 3.449375e-04 -3.793918e-04 4.022813e-03
3.280244e+01   9.009927e-05 2.471864e-03   4.804717e-05 1.935093e-03   -1.047132e-03 3.400151e-04 -9.089857e-04 4.746972e-03
3.133688e+01   5.678693e-04 1.090791e-03   -5.361387e-06 4.385128e-04   -6.580748e-04 8.417456e-04 -9.556694e-05 2.371049e-03
3.201562e+01   7.701844e-04 1.755800e-04   4.883004e-06 1.304467e-03   -6.273347e-04 3.621733e-04 1.477327e-04 1.842220e-03
3.271085e+01   1.364565e-03 9.395422e-04   3.860268e-04 1.718857e-03   -6.251074e-04 3.672324e-04 1.125485e-03 3.025632e-03
3.342155e+01   1.674518e-03 1.874357e-03   5.492404e-04 1.916166e-03   -6.735940e-04 4.114579e-04 1.550164e-03 4.201981e-03
3.268027e+01   2.148746e-03 9.313097e-04   2.817024e-04 1.870281e-03   -2.180899e-04 4.872632e-05 2.212359e-03 8.902451e-04
3.336165e+01   1.789695e-03 3.142347e-04   6.683876e-04 2.198815e-03   -2.135092e-04 1.856382e-05 2.244573e-03 2.494486e-03
3.405877e+01   7.378687e-04 1.389169e-04   7.226302e-04 2.408771e-03   -2.214996e-04 6.847629e-05 1.238999e-03 2.479211e-03
3.402940e+01   1.425984e-03 2.072539e-04   6.016367e-04 2.517437e-03   1.485536e-04 2.949980e-04 2.176175e-03 2.429693e-03
3.471311e+01   2.113104e-03 4.387024e-04   5.392326e-04 2.722256e-03   2.985676e-04 4.953933e-04 2.950904e-03 1.788161e-03
3.538361e+01   1.905024e-03 7.866269e-04   3.545227e-04 3.047137e-03   3.838592e-04 7.880435e-04 2.643406e-03 1.472466e-03
1.905256e+01   -1.803267e-03 2.733081e-03   4.881063e-05 3.771358e-03   -9.187020e-04 1.051874e-03 -2.673159e-03 5.452565e-03
1.964688e+01   -1.692902e-03 1.801202e-04   -5.350951e-04 3.860933e-03   -6.442996e-04 1.862394e-03 -2.872296e-03 1.818419e-03
2.027313e+01   -1.866502e-03 9.247141e-04   -1.061123e-03 3.297077e-03   -4.747795e-04 2.241525e-03 -3.402404e-03 1.308386e-04
2.092845e+01   5.641392e-04 4.153783e-04   -1.334928e-03 2.382081e-03   -1.757646e-04 1.892282e-03 -9.465536e-04 9.051780e-04
2.161018e+01   1.133910e-03 6.843199e-04   -1.344023e-03 1.676818e-03   2.898047e-05 1.577767e-03 -1.811330e-04 5.852695e-04
2.231591e+01   1.409433e-03 1.516492e-04   -1.641866e-03 8.383353e-04   4.356454e-04 8.118429e-04 2.032122e-04 1.781417e-04
2.304344e+01   -1.480974e-03 1.016226e-03   -1.615537e-03 2.542968e-04   3.620247e-04 5.660736e-04 -2.734485e-03 7.044492e-04
2.379075e+01   -1.114671e-03 3.932063e-04   -1.527328e-03 1.842883e-04   2.694879e-04 9.214641e-04 -2.372511e-03 1.130382e-03
2.455606e+01   -8.611381e-04 9.163491e-04   -1.304212e-03 1.591801e-04   6.171733e-05 8.047927e-04 -2.103633e-03 2.707365e-04
2.533772e+01   -3.678280e-04 1.617768e-04   -5.937838e-04 1.898861e-04   -5.263275e-04 5.039584e-04 -1.487939e-03 8.556212e-04
2.613427e+01   1.435548e-03 7.491996e-05   -5.101571e-05 7.690457e-04   -7.945299e-04 1.666987e-04 5.900023e-04 1.010664e-03
2.694439e+01   4.147009e-03 2.157514e-03   1.757696e-04 1.593345e-03   -5.068797e-04 1.326414e-04 3.815899e-03 3.618218e-03
2.776689e+01   2.750174e-03 2.241832e-03   4.167726e-04 1.852565e-03   -6.104886e-04 2.087552e-04 2.556458e-03 3.885642e-03
2.860070e+01   3.270372e-03 1.175434e-03   6.653990e-04 2.393742e-03   -8.066575e-04 4.990824e-04 3.129114e-03 3.070094e-03
2.022375e+01   -2.884888e-03 1.156167e-03   -8.769785e-04 3.639618e-03   -6.754927e-04 2.043595e-03 -4.437359e-03 2.752190e-03
2.083267e+01   -2.574571e-03 6.293160e-04   -1.067917e-03 3.075863e-03   -5.468132e-04 2.188386e-03 -4.189301e-03 1.516792e-03
2.147091e+01   -1.885753e-03 2.028379e-03   -1.406543e-03 2.200239e-03   -3.460095e-04 1.810863e-03 -3.638306e-03 2.417755e-03
2.213594e+01   -9.962722e-04 1.065153e-03   -1.496320e-03 1.412825e-03   -1.345743e-04 1.530654e-03 -2.627167e-03 9.473237e-04
2.282542e+01   3.514527e-04 2.768911e-05   -1.720133e-03 7.333829e-04   3.270677e-04 9.858787e-04 -1.041612e-03 2.248066e-04
2.353720e+01   -2.572951e-04 4.428040e-04   -1.796983e-03 9.453599e-05   4.992596e-04 6.458893e-04 -1.555019e-03 9.941573e-04
2.426932e+01   -1.190206e-03 6.458309e-04   -1.576663e-03 2.097483e-04   3.478430e-04 7.469978e-04 -2.419025e-03 1.602577e-03
2.501999e+01   -3.426215e-04 1.639031e-03   -1.388996e-03 3.299884e-04   1.337530e-04 5.513371e-04 -1.597865e-03 7.577050e-04
2.578759e+01   3.792564e-05 5.378381e-04   -1.099293e-03 5.177589e-04   -2.410547e-04 3.558788e-04 -1.302422e-03 3.357995e-04
2.657066e+01   7.913431e-04 2.284286e-03   -7.638096e-04 7.913979e-04   -3.968806e-04 3.749869e-04 -3.693471e-04 3.450671e-03
2.736786e+01   2.526908e-03 2.269738e-03   -5.807419e-04 1.366499e-03   -1.965769e-04 1.192569e-05 1.749589e-03 3.648162e-03
2.817801e+01   1.214887e-03 2.424193e-03   -3.542250e-04 1.849877e-03   -2.174070e-04 2.738994e-04 6.432548e-04 4.000170e-03
2.900000e+01   2.770751e-03 9.193763e-04   -1.941654e-04 2.346973e-03   -1.919668e-04 7.163509e-04 2.384619e-03 2.549998e-03
2.142429e+01   -2.728348e-03 8.818712e-06   -1.092884e-03 2.589404e-03   -4.316410e-04 2.227739e-03 -4.252873e-03 3.704835e-04
2.204541e+01   -2.362513e-03 1.337585e-03   -1.500181e-03 1.795851e-03   -2.242507e-04 1.902319e-03 -4.086945e-03 1.231117e-03
2.269361e+01   -3.674493e-04 1.182279e-03   -1.640044e-03 1.069625e-03   9.670322e-05 1.593041e-03 -1.910790e-03 6.588633e-04
2.336664e+01   1.479514e-03 6.141918e-04   -1.728994e-03 4.810063e-04   4.241620e-04 1.130555e-03 1.746823e-04 3.535661e-05
2.406242e+01   1.060792e-03 7.147496e-05   -1.662550e-03 4.869939e-05   4.758645e-04 8.180903e-04 -1.258931e-04 9.382646e-04
2.477902e+01   7.738727e-04 6.523313e-04   -1.532394e-03 5.316985e-04   3.648531e-04 7.480578e-04 -3.936680e-04 1.932088e-03
2.551470e+01   1.011159e-03 1.418932e-04   -1.461867e-03 9.975800e-04   2.054105e-04 4.415192e-04 -2.452977e-04 1.580992e-03
2.626785e+01   1.124479e-03 7.448059e-04   -1.365921e-03 1.053205e-03   3.363482e-05 3.081613e-04 -2.078074e-04 2.106172e-03
2.703701e+01   1.348998e-03 1.782428e-03   -1.041415e-03 1.171933e-03   -2.081402e-04 2.542423e-04 9.944209e-05 3.208603e-03
2.782086e+01   2.424257e-03 9.103580e-04   -8.647096e-04 1.377194e-03   -1.336065e-04 9.461800e-06 1.425941e-03 2.297013e-03
2.861818e+01   7.498455e-04 2.342127e-03   -8.665130e-04 1.835762e-03   -6.256680e-05 3.004725e-04 -1.792343e-04 3.877417e-03
2.942788e+01   1.639603e-03 1.751801e-03   -7.996284e-04 2.066015e-03   7.428262e-05 5.578790e-04 9.142569e-04 3.259937e-03
2.264950e+01   -1.756099e-03 1.328691e-03   -1.788815e-03 1.297002e-03   1.450675e-05 1.877214e-03 -3.530407e-03 7.484797e-04
2.328089e+01   -5.902648e-04 8.097108e-04   -1.946511e-03 7.562988e-04   2.172292e-04 1.602669e-03 -2.319547e-03 3.665928e-05
2.393742e+01   -1.145933e-04 6.137736e-04   -1.979179e-03 3.216522e-04   2.176280e-04 1.134574e-03 -1.876144e-03 1.991486e-04
2.461707e+01   -2.578525e-04 3.354651e-04   -1.917658e-03 2.978267e-04   2.558066e-04 7.354083e-04 -1.919704e-03 6.977698e-04
2.531798e+01   8.635744e-05 6.572238e-04   -1.712507e-03 1.066215e-03   9.345115e-05 4.945056e-04 -1.532698e-03 2.217944e-03
2.603843e+01   -1.720268e-04 7.624403e-04   -1.700286e-03 1.542914e-03   -1.171017e-04 1.891722e-04 -1.989415e-03 2.494527e-03
2.677686e+01   4.933030e-05 1.091994e-03   -1.436862e-03 1.596427e-03   -3.248620e-04 1.466343e-04 -1.712394e-03 2.835055e-03
2.753180e+01   -3.797899e-04 2.196822e-03   -1.281494e-03 1.545182e-03   -5.117268e-04 1.766370e-04 -2.173011e-03 3.918641e-03
2.830194e+01   1.516577e-03 2.411508e-03   -1.218180e-03 1.347630e-03   -3.665602e-04 1.082716e-04 -6.816295e-05 3.867410e-03
2.908608e+01   1.470289e-03 1.432257e-03   -1.076774e-03 1.443117e-03   -3.135648e-04 2.832562e-04 7.994954e-05 2.592117e-03
2.988311e+01   7.436964e-04 1.157276e-03   -9.543564e-04 1.507422e-03   -3.905434e-04 6.051458e-04 -6.012034e-04 2.549991e-04
2.389561e+01   -3.064122e-04 5.534751e-05   -2.043347e-03 3.309514e-04   1.885768e-04 1.279085e-03 -2.161182e-03 8.927857e-04
2.453569e+01   -1.750220e-03 3.435635e-04   -2.035500e-03 6.535607e-05   -1.087151e-04 8.846738e-04 -3.894435e-03 6.064664e-04
2.519921e+01   -9.061962e-04 1.182120e-03   -1.813552e-03 6.659804e-04   -1.639618e-04 3.372065e-04 -2.883710e-03 1.789335e-04
2.588436e+01   2.818533e-05 8.175203e-04   -1.653780e-03 1.453902e-03   -2.477598e-04 3.369005e-06 -1.873355e-03 6.330130e-04
2.658947e+01   -6.920635e-04 1.623628e-03   -1.711472e-03 1.924767e-03   -4.637185e-04 1.191129e-04 -2.867254e-03 3.429282e-03
2.731300e+01   -1.614758e-03 1.091881e-03   -1.532580e-03 1.906880e-03   -7.481087e-04 9.731467e-05 -3.895447e-03 2.901446e-03
2.805352e+01   -4.651752e-04 1.097112e-03   -1.506197e-03 1.933270e-03   -7.649935e-04 1.665327e-04 -2.736366e-03 2.863849e-03
2.880972e+01   8.314487e-04 1.257259e-03   -1.391059e-03 1.441706e-03   -6.787836e-04 2.408010e-04 -1.238394e-03 2.458164e-03
2.958040e+01   -1.433082e-03 8.196631e-04   -1.167628e-03 1.081649e-03   -9.232938e-04 5.146381e-04 -3.524004e-03 2.526526e-04
3.036445e+01   -7.189188e-04 2.421523e-03   -1.062394e-03 9.522253e-04   -8.924280e-04 7.062630e-04 -2.673741e-03 2.175561e-03
2.515949e+01   -3.252557e-03 3.849100e-04   -1.950985e-03 4.397903e-04   -5.715120e-04 6.137999e-04 -5.775053e-03 6.686802e-04
2.580698e+01   -3.665260e-03 3.952560e-04   -1.813086e-03 1.127724e-03   -7.042076e-04 5.620331e-06 -6.182554e-03 7.380884e-04
2.647640e+01   -1.525395e-03 7.010250e-04   -1.607972e-03 1.780269e-03   -5.927685e-04 4.072503e-04 -3.726136e-03 6.719932e-04
2.716616e+01   -1.268509e-04 2.412036e-03   -1.436223e-03 2.134302e-03   -5.422856e-04 3.922153e-04 -2.105359e-03 4.154123e-03
2.787472e+01   -9.813298e-04 1.569794e-03   -1.373309e-03 2.107338e-03   -7.327616e-04 4.496884e-04 -3.087401e-03 3.227443e-03
2.860070e+01   1.265501e-04 1.108478e-03   -1.502061e-03 1.834802e-03   -6.670715e-04 5.138173e-04 -2.042582e-03 2.429463e-03
2.934280e+01   -8.619693e-04 2.107403e-04   -1.501171e-03 1.247071e-03   -8.100660e-04 5.832876e-04 -3.173206e-03 8.745236e-04
3.009983e+01   -2.698945e-03 1.323727e-03   -1.303106e-03 7.818227e-04   -1.109304e-03 6.537029e-04 -5.111354e-03 1.195607e-03
3.087070e+01   -3.830651e-04 3.096615e-03   -1.310794e-03 6.100910e-04   -9.278143e-04 8.101114e-04 -2.621674e-03 3.296636e-03
2.643861e+01   -1.644202e-03 2.435149e-04   -1.579013e-03 1.674785e-03   -8.203437e-04 5.348414e-04 -4.043558e-03 1.383458e-03
2.709243e+01   -1.479656e-03 7.603429e-04   -1.398803e-03 2.116323e-03   -8.076923e-04 9.819645e-04 -3.686152e-03 3.740159e-04
2.776689e+01   2.458960e-04 1.470364e-04   -1.253330e-03 2.303550e-03   -5.331803e-04 1.055165e-03 -1.540614e-03 1.101348e-03
2.846050e+01   -6.186609e-04 5.283472e-04   -1.225117e-03 2.089527e-03   -5.828985e-04 9.043495e-04 -2.426676e-03 1.713525e-03
2.917190e+01   -2.610205e-03 3.200221e-04   -1.309149e-03 1.452862e-03   -7.993267e-04 7.353594e-04 -4.718681e-03 1.037524e-03
2.989983e+01   -1.962032e-03 1.019951e-03   -1.367979e-03 5.895260e-04   -8.763327e-04 5.352065e-04 -4.206344e-03 9.656320e-04
3.064311e+01   -1.991255e-03 6.833671e-04   -1.341783e-03 2.055897e-04   -8.885629e-04 3.338969e-04 -4.221601e-03 8.116743e-04
3.140064e+01   -1.093324e-03 1.058792e-03   -1.257483e-03 9.049226e-05   -8.331833e-04 3.638416e-04 -3.183991e-03 1.332142e-03
2.773085e+01   -2.447240e-03 8.856723e-04   -1.191417e-03 2.406251e-03   -9.767677e-04 1.465621e-03 -4.615425e-03 5.495827e-05
2.839014e+01   -1.688327e-03 7.982265e-04   -9.270969e-04 2.287866e-03   -7.692910e-04 1.512828e-03 -3.384715e-03 2.318894e-05
2.906888e+01   -1.156393e-03 8.910999e-04   -9.550894e-04 1.795127e-03   -6.442684e-04 1.157135e-03 -2.755751e-03 1.529092e-03
